ID_Cliente,Fecha,Categoria,Monto,ID_Transaccion,Nombre,Edad,Ciudad,Cantidad_Compras,Monto_Total,Valor_Dolar,Monto_USD,Monto_total_USD,Nivel_gasto_total,Nueva_Categoria,Monto_norm,Total_transacciones,Gasto_total_tx
8,2025-03-22,Hogar,12528.0,34,Joaquín Rojas,23,Antofagasta,4,115258.0,926.15,11602807.2,106746196.7,Medio,Hogar,0.005886497565974891,4,273907.0
8,2025-08-16,Electrónica,5651.0,31,Joaquín Rojas,23,Antofagasta,4,115258.0,952.37,5381842.87,109768261.46,Medio,Tecnología,0.0022157101375010675,4,273907.0
8,2025-06-10,Electrónica,92258.0,33,Joaquín Rojas,23,Antofagasta,4,115258.0,937.09,86454049.22,108007119.22,Medio,Tecnología,0.04844457255102912,4,273907.0
9,2025-03-30,Belleza,5838.0,37,Isidora Rojas,23,Valparaíso,3,76806.0,931.75,5439556.5,71563990.5,Bajo,Cuidado personal,0.0023155265180630283,3,75835.0
9,2025-04-09,Hogar,49663.0,36,Isidora Rojas,23,Valparaíso,3,76806.0,993.89,49359559.07,76336715.34,Bajo,Hogar,0.02570832265778461,3,75835.0
9,2025-07-02,Hogar,20334.0,35,Isidora Rojas,23,Valparaíso,3,76806.0,926.62,18841891.080000002,71169975.72,Bajo,Hogar,0.010053164232641557,3,75835.0
10,2025-03-28,Electrónica,132414.0,38,Sofía Rojas,48,Santiago,8,1333744.0,931.75,123376744.5,1242715972.0,Alto,Tecnología,0.06987893927747886,8,1334072.0
10,2025-07-09,Deportes,9318.0,44,Sofía Rojas,48,Santiago,8,1333744.0,945.39,8809144.02,1260908240.16,Alto,Deportes,0.004173071995900589,8,1334072.0
10,2025-02-10,Belleza,284852.0,41,Sofía Rojas,48,Santiago,8,1333744.0,960.6,273628831.2,1281194486.4,Alto,Cuidado personal,0.15124690409087027,8,1334072.0
10,2025-03-02,Alimentos,171120.0,45,Sofía Rojas,48,Santiago,8,1333744.0,951.21,162771055.20000002,1268670630.24,Alto,Alimentos,0.09053932872149628,8,1334072.0
10,2025-09-07,Hogar,154646.0,39,Sofía Rojas,48,Santiago,8,1333744.0,971.22,150195288.12,1295358847.68,Alto,Hogar,0.08174587923819285,8,1334072.0
10,2025-05-04,Alimentos,389009.0,42,Sofía Rojas,48,Santiago,8,1333744.0,955.67,371764231.03,1274619128.48,Alto,Alimentos,0.20684356050901018,8,1334072.0
10,2025-09-18,Electrónica,103452.0,40,Sofía Rojas,48,Santiago,8,1333744.0,948.57,98131463.64,1265149546.0800002,Alto,Tecnología,0.05441967717140661,8,1334072.0
10,2025-03-07,Deportes,89261.0,43,Sofía Rojas,48,Santiago,8,1333744.0,926.52,82702101.72,1235740490.8799999,Alto,Deportes,0.046844841574856945,8,1334072.0
11,2025-07-13,Hogar,55221.0,49,Tomás Flores,35,Santiago,5,150627.0,950.43,52483695.029999994,143160419.60999998,Medio,Hogar,0.028675057647963104,5,155012.0
11,2025-05-18,Hogar,17317.0,46,Tomás Flores,35,Santiago,5,150627.0,940.25,16282309.25,141627036.75,Medio,Hogar,0.008442757707746178,5,155012.0
11,2025-12-02,Moda,18246.0,48,Tomás Flores,35,Santiago,5,150627.0,927.95,16931375.7,139774324.65,Medio,Vestuario,0.008938636945939021,5,155012.0
11,2025-05-09,Electrónica,21777.0,47,Tomás Flores,35,Santiago,5,150627.0,941.22,20496947.94,141773144.94,Medio,Tecnología,0.010823405073020754,5,155012.0
11,2025-05-14,Moda,42451.0,50,Tomás Flores,35,Santiago,5,150627.0,940.18,39911581.18,141616492.85999998,Medio,Vestuario,0.021858719788197114,5,155012.0
12,2025-10-17,Moda,1500.0,54,Catalina Martínez,18,Antofagasta,6,121573.0,956.13,1434195.0,116239592.49,Medio,Vestuario,0.0,6,121686.0
12,2025-02-16,Electrónica,30818.0,55,Catalina Martínez,18,Antofagasta,6,121573.0,949.52,29262307.36,115435994.96,Medio,Tecnología,0.01564928687334529,6,121686.0
12,2025-10-08,Moda,5755.0,53,Catalina Martínez,18,Antofagasta,6,121573.0,961.61,5534065.55,116905812.53,Medio,Vestuario,0.00227122299086173,6,121686.0
12,2025-05-03,Moda,34839.0,51,Catalina Martínez,18,Antofagasta,6,121573.0,955.67,33294587.13,116183668.91,Medio,Vestuario,0.017795605944145528,6,121686.0
12,2025-02-20,Hogar,7357.0,52,Catalina Martínez,18,Antofagasta,6,121573.0,951.78,7002245.46,115710749.94,Medio,Hogar,0.0031263344435904007,6,121686.0
12,2025-02-10,Belleza,41417.0,56,Catalina Martínez,18,Antofagasta,6,121573.0,960.6,39785170.2,116783023.8,Medio,Cuidado personal,0.021306793919207447,6,121686.0
13,2025-04-25,Electrónica,6663.0,61,Daniela Sepúlveda,40,Santiago,8,436526.0,937.81,6248628.029999999,409378448.06,Alto,Tecnología,0.002755892902895209,8,594163.0
13,2025-09-19,Electrónica,17817.0,58,Daniela Sepúlveda,40,Santiago,8,436526.0,948.57,16900671.69,414075467.82,Alto,Tecnología,0.008709646425826287,8,594163.0
13,2025-12-26,Electrónica,72559.0,62,Daniela Sepúlveda,40,Santiago,8,436526.0,905.04,65668797.36,395073491.03999996,Alto,Tecnología,0.037929690836108976,8,594163.0
13,2025-04-24,Belleza,47070.0,64,Daniela Sepúlveda,40,Santiago,8,436526.0,938.02,44152601.4,409470118.52,Alto,Cuidado personal,0.024324237765821162,8,594163.0
13,2025-02-23,Electrónica,8516.0,59,Daniela Sepúlveda,40,Santiago,8,436526.0,944.65,8044639.399999999,412364285.9,Alto,Tecnología,0.0037449824921000937,8,594163.0
13,2025-11-24,Electrónica,233269.0,60,Daniela Sepúlveda,40,Santiago,8,436526.0,937.36,218657029.84,409182011.36,Alto,Tecnología,0.1237130626014177,8,594163.0
13,2025-12-01,Electrónica,163860.0,63,Daniela Sepúlveda,40,Santiago,8,436526.0,928.16,152088297.6,405165972.15999997,Alto,Tecnología,0.0866641045349731,8,594163.0
13,2025-12-01,Juguetes,44409.0,57,Daniela Sepúlveda,40,Santiago,8,436526.0,928.16,41218657.44,405165972.15999997,Alto,Entretenimiento,0.02290385600819882,8,594163.0
14,2025-05-08,Juguetes,18055.0,69,Fernanda Sepúlveda,41,Santiago,5,41234.0,945.44,17069919.2,38984272.96,Bajo,Entretenimiento,0.00883668545563242,5,39305.0
14,2025-06-28,Belleza,1500.0,65,Fernanda Sepúlveda,41,Santiago,5,41234.0,930.67,1396005.0,38375246.78,Bajo,Cuidado personal,0.0,5,39305.0
14,2025-10-15,Juguetes,1893.0,68,Fernanda Sepúlveda,41,Santiago,5,41234.0,963.69,1824265.1700000002,39736793.46,Bajo,Entretenimiento,0.00020977453241096593,5,39305.0
14,2025-03-29,Deportes,3121.0,67,Fernanda Sepúlveda,41,Santiago,5,41234.0,931.75,2907991.75,38419779.5,Bajo,Deportes,0.0008652532240157144,5,39305.0
14,2025-07-17,Desconocido,14736.0,66,Fernanda Sepúlveda,41,Santiago,5,41234.0,965.65,14229818.4,39817612.1,Bajo,No especificado,0.007065078145016654,5,39305.0
15,2025-06-27,Belleza,26491.0,70,Daniela Flores,18,Santiago,2,52368.0,930.67,24654378.97,48737326.559999995,Bajo,Cuidado personal,0.013339631907080023,2,49320.0
15,2025-05-10,Juguetes,22829.0,71,Daniela Flores,18,Santiago,2,52368.0,941.22,21487111.38,49289808.96,Bajo,Entretenimiento,0.011384938935861304,2,49320.0
16,2025-08-25,Deportes,7002.0,74,Fernanda Céspedes,38,Santiago,4,295672.0,964.15,6750978.3,285072158.8,Alto,Deportes,0.0029368434537535228,4,298482.0
16,2025-10-06,Juguetes,66452.0,72,Fernanda Céspedes,38,Santiago,4,295672.0,963.17,64004572.839999996,284782400.24,Alto,Entretenimiento,0.03466991203347852,4,298482.0
16,2025-06-18,Belleza,183619.0,73,Fernanda Céspedes,38,Santiago,4,295672.0,939.29,172471490.51,277721752.88,Alto,Cuidado personal,0.09721101289606286,4,298482.0
16,2025-07-22,Hogar,41409.0,75,Fernanda Céspedes,38,Santiago,4,295672.0,956.65,39613919.85,282854618.8,Alto,Hogar,0.021302523699718166,4,298482.0
17,2025-03-27,Electrónica,19300.0,76,Tomás Torres,44,Santiago,6,141564.0,920.98,17774914.0,130377612.72,Medio,Tecnología,0.009501238363651892,6,145416.0
17,2025-02-26,Electrónica,16012.0,79,Tomás Torres,44,Santiago,6,141564.0,940.99,15067131.88,133210308.36,Medio,Tecnología,0.007746178153557093,6,145416.0
17,2025-02-05,Electrónica,13219.0,80,Tomás Torres,44,Santiago,6,141564.0,977.58,12922630.020000001,138390135.12,Medio,Tecnología,0.006255337774361602,6,145416.0
17,2025-02-09,Hogar,13825.0,81,Tomás Torres,44,Santiago,6,141564.0,967.59,13376931.75,136975910.76,Medio,Hogar,0.006578806900674695,6,145416.0
17,2025-06-06,Electrónica,45887.0,78,Tomás Torres,44,Santiago,6,141564.0,930.79,42711160.73,131766355.55999999,Medio,Tecnología,0.023692779058843625,6,145416.0
17,2025-09-14,Moda,37173.0,77,Tomás Torres,44,Santiago,6,141564.0,962.73,35787562.29,136287909.72,Medio,Vestuario,0.01904144248014348,6,145416.0
18,2025-06-14,Moda,17148.0,85,Camila González,39,La Serena,5,47001.0,936.36,16056701.28,44009856.36,Bajo,Vestuario,0.008352549321035102,5,53178.0
18,2025-10-25,Moda,8326.0,83,Camila González,39,La Serena,5,47001.0,945.34,7870900.84,44431925.34,Bajo,Vestuario,0.0036435647792296523,5,53178.0
18,2025-02-08,Hogar,12817.0,84,Camila González,39,La Serena,5,47001.0,967.59,12401601.030000001,45477697.59,Bajo,Hogar,0.006040759245025194,5,53178.0
18,2025-11-08,Hogar,13387.0,86,Camila González,39,La Serena,5,47001.0,940.84,12595025.08,44220420.84,Bajo,Hogar,0.006345012383636519,5,53178.0
18,2025-07-07,Alimentos,1500.0,82,Camila González,39,La Serena,5,47001.0,932.34,1398510.0,43820912.34,Bajo,Alimentos,0.0,5,53178.0
19,2025-10-12,Juguetes,39058.0,87,Ignacio Soto,43,Santiago,5,95817.0,948.77,37057058.66,90908295.09,Medio,Entretenimiento,0.02004761294730549,5,98156.0
19,2025-11-01,Deportes,23232.0,88,Ignacio Soto,43,Santiago,5,95817.0,940.57,21851322.240000002,90122595.69,Medio,Deportes,0.011600051242633871,5,98156.0
19,2025-04-06,Electrónica,1500.0,89,Ignacio Soto,43,Santiago,5,95817.0,946.59,1419885.0,90699414.03,Medio,Tecnología,0.0,5,98156.0
19,2025-05-10,Electrónica,12164.0,91,Ignacio Soto,43,Santiago,5,95817.0,941.22,11449000.08,90184876.74000001,Medio,Tecnología,0.0056922025792125715,5,98156.0
19,2026-01-02,Moda,22202.0,90,Ignacio Soto,43,Santiago,5,95817.0,911.18,20230018.36,87306534.06,Medio,Vestuario,0.011050260483388846,5,98156.0
20,2025-06-26,Alimentos,36345.0,94,Benjamín Silva,18,Antofagasta,3,171873.0,936.29,34029460.05,160922971.17,Medio,Alimentos,0.01859947476300282,3,169536.0
20,2025-07-17,Juguetes,47275.0,92,Benjamín Silva,18,Antofagasta,3,171873.0,965.65,45651103.75,165969162.45,Medio,Entretenimiento,0.024433662140234007,3,169536.0
20,2026-01-09,Alimentos,85916.0,93,Benjamín Silva,18,Antofagasta,3,171873.0,911.18,78284940.88,156607240.14,Medio,Alimentos,0.045059356050901014,3,169536.0
21,2025-05-16,Juguetes,19584.0,96,Tomás Pérez,39,Antofagasta,4,125113.0,940.25,18413856.0,117637498.25,Medio,Entretenimiento,0.009652831155521393,4,132157.0
21,2025-05-06,Hogar,25835.0,95,Tomás Pérez,39,Antofagasta,4,125113.0,940.18,24289550.299999997,117628740.33999999,Medio,Hogar,0.01298947390895892,4,132157.0
21,2025-10-05,Belleza,57015.0,98,Tomás Pérez,39,Antofagasta,4,125113.0,961.54,54822203.1,120301154.02,Medio,Cuidado personal,0.029632654368434538,4,132157.0
21,2025-07-27,Belleza,29723.0,97,Tomás Pérez,39,Antofagasta,4,125113.0,951.27,28274598.21,119016243.50999999,Medio,Cuidado personal,0.01506480058074985,4,132157.0
22,2026-01-31,Moda,14256.0,100,Josefa Muñoz,31,Santiago,3,45041.0,911.18,12989782.08,41040458.379999995,Bajo,Vestuario,0.006808864975659749,3,42563.0
22,2025-09-26,Hogar,11492.0,101,Josefa Muñoz,31,Santiago,3,45041.0,956.42,10991178.639999999,43078113.22,Bajo,Hogar,0.005333504142112905,3,42563.0
22,2025-12-07,Hogar,16815.0,99,Josefa Muñoz,31,Santiago,3,45041.0,918.15,15438692.25,41354394.15,Bajo,Hogar,0.008174801434793749,3,42563.0
23,2025-07-06,Hogar,25021.0,105,Valentina Muñoz,29,Santiago,8,137927.0,927.87,23216235.27,127978325.49,Medio,Hogar,0.012554979075924502,8,133591.0
23,2025-11-29,Alimentos,18931.0,108,Valentina Muñoz,29,Santiago,8,137927.0,929.14,17589549.34,128153492.78,Medio,Alimentos,0.009304274489708771,8,133591.0
23,2025-02-18,Moda,34672.0,107,Valentina Muñoz,29,Santiago,8,137927.0,947.13,32838891.36,130634799.51,Medio,Vestuario,0.017706465112306773,8,133591.0
23,2025-02-05,Desconocido,18901.0,104,Valentina Muñoz,29,Santiago,8,137927.0,977.58,18477239.580000002,134834676.66,Medio,No especificado,0.009288261166623964,8,133591.0
23,2025-02-20,Belleza,7413.0,109,Valentina Muñoz,29,Santiago,8,137927.0,951.78,7055545.14,131276160.06,Medio,Cuidado personal,0.0031562259800153726,8,133591.0
23,2025-10-20,Belleza,22054.0,106,Valentina Muñoz,29,Santiago,8,137927.0,960.34,21179338.36,132456815.18,Medio,Cuidado personal,0.010971261422837135,8,133591.0
23,2026-01-22,Deportes,2482.0,103,Valentina Muñoz,29,Santiago,8,137927.0,911.18,2261548.76,125676323.86,Medio,Deportes,0.0005241694423093347,8,133591.0
23,2025-06-19,Electrónica,4117.0,102,Valentina Muñoz,29,Santiago,8,137927.0,943.36,3883813.12,130114814.72,Medio,Tecnología,0.0013968955504312921,8,133591.0
24,2025-09-19,Belleza,19950.0,111,Antonia Sepúlveda,45,Concepción,4,73085.0,948.57,18923971.5,69326238.45,Bajo,Cuidado personal,0.009848193697156034,4,69642.0
24,2025-02-06,Electrónica,30607.0,113,Antonia Sepúlveda,45,Concepción,4,73085.0,969.47,29672568.29,70853714.95,Bajo,Tecnología,0.015536659834315484,4,69642.0
24,2025-10-25,Belleza,13056.0,110,Antonia Sepúlveda,45,Concepción,4,73085.0,945.34,12342359.040000001,69090173.9,Bajo,Cuidado personal,0.006168332052267487,4,69642.0
24,2025-09-02,Electrónica,6029.0,112,Antonia Sepúlveda,45,Concepción,4,73085.0,968.35,5838182.15,70771859.75,Bajo,Tecnología,0.0024174780083696303,4,69642.0
25,2025-11-05,Alimentos,37840.0,114,Fernanda Díaz,53,Santiago,6,178627.0,945.13,35763719.2,168825736.51,Medio,Alimentos,0.019397472030062344,6,176734.0
25,2025-10-23,Deportes,34860.0,117,Fernanda Díaz,53,Santiago,6,178627.0,950.46,33133035.6,169777818.42000002,Medio,Deportes,0.017806815270304893,6,176734.0
25,2025-10-01,Moda,31277.0,116,Fernanda Díaz,53,Santiago,6,178627.0,962.39,30100672.03,171908838.53,Medio,Vestuario,0.01589429071654283,6,176734.0
25,2025-06-17,Hogar,1500.0,118,Fernanda Díaz,53,Santiago,6,178627.0,935.21,1402815.0,167053756.67000002,Medio,Hogar,0.0,6,176734.0
25,2025-05-27,Hogar,24550.0,119,Fernanda Díaz,53,Santiago,6,178627.0,938.28,23034774.0,167602141.56,Medio,Hogar,0.01230356990349304,6,176734.0
25,2025-02-14,Electrónica,46707.0,115,Fernanda Díaz,53,Santiago,6,178627.0,949.52,44349230.64,169609909.04,Medio,Tecnología,0.024130476556495004,6,176734.0
26,2025-12-18,Moda,8530.0,121,Lucas Díaz,57,Santiago,2,104732.0,917.45,7825848.5,96086373.4,Medio,Vestuario,0.003752455376206337,2,105497.0
26,2025-10-02,Moda,96967.0,120,Lucas Díaz,57,Santiago,2,104732.0,959.19,93009776.73,100457887.08000001,Medio,Vestuario,0.050958130497907594,2,105497.0
27,2026-01-07,Electrónica,74473.0,125,Pablo Torres,51,Rancagua,5,219889.0,911.18,67858308.14,200358459.01999998,Medio,Tecnología,0.03895134084891964,5,222554.0
27,2025-03-06,Deportes,36025.0,126,Pablo Torres,51,Rancagua,5,219889.0,936.7,33744617.5,205970026.3,Medio,Deportes,0.01842866598343155,5,222554.0
27,2025-07-22,Electrónica,77908.0,123,Pablo Torres,51,Rancagua,5,219889.0,956.65,74530688.2,210356811.85,Medio,Tecnología,0.04078486634212999,5,222554.0
27,2025-09-13,Juguetes,3693.0,122,Pablo Torres,51,Rancagua,5,219889.0,962.73,3555361.89,211693736.97,Medio,Entretenimiento,0.0011705739174993595,5,222554.0
27,2026-01-21,Desconocido,30455.0,124,Pablo Torres,51,Rancagua,5,219889.0,911.18,27749986.9,200358459.01999998,Medio,No especificado,0.01545552566401913,5,222554.0
28,2026-01-22,Electrónica,46774.0,127,Ignacio Muñoz,34,Talca,7,220161.0,911.18,42619533.32,200606299.98,Medio,Tecnología,0.02416623964471774,7,214385.0
28,2025-09-09,Hogar,11445.0,128,Ignacio Muñoz,34,Talca,7,220161.0,967.07,11068116.15,212911098.27,Medio,Hogar,0.005308416602613374,7,214385.0
28,2026-01-04,Hogar,40121.0,132,Ignacio Muñoz,34,Talca,7,220161.0,911.18,36557452.78,200606299.98,Medio,Hogar,0.020615018361943804,7,214385.0
28,2025-04-21,Hogar,44436.0,133,Ignacio Muñoz,34,Talca,7,220161.0,968.71,43045597.56,213272162.31,Medio,Hogar,0.022918267998975148,7,214385.0
28,2025-05-02,Belleza,18956.0,129,Ignacio Muñoz,34,Talca,7,220161.0,955.67,18115680.52,210401262.87,Medio,Cuidado personal,0.009317618925612777,7,214385.0
28,2025-08-08,Juguetes,47000.0,131,Ignacio Muñoz,34,Talca,7,220161.0,971.88,45678360.0,213970072.68,Medio,Entretenimiento,0.024286873345289946,7,214385.0
28,2025-10-08,Hogar,5653.0,130,Ignacio Muñoz,34,Talca,7,220161.0,961.61,5435981.33,211709019.21,Medio,Hogar,0.002216777692373388,7,214385.0
29,2025-03-31,Belleza,12583.0,135,Tomás Torres,39,La Serena,3,27943.0,946.1,11904776.3,26436872.3,Bajo,Cuidado personal,0.005915855324963703,3,25213.0
29,2025-03-26,Moda,5572.0,136,Tomás Torres,39,La Serena,3,27943.0,919.92,5125794.24,25705324.56,Bajo,Vestuario,0.00217354172004441,3,25213.0
29,2025-06-18,Hogar,7058.0,134,Tomás Torres,39,La Serena,3,27943.0,939.29,6629508.819999999,26246580.47,Bajo,Hogar,0.002966734990178495,3,25213.0
30,2025-03-05,Moda,9146.0,143,Pablo Torres,44,Santiago,7,82510.0,948.87,8678365.02,78291263.7,Medio,Vestuario,0.0040812622768810316,7,84117.0
30,2025-12-13,Belleza,6129.0,140,Pablo Torres,44,Santiago,7,82510.0,916.9,5619680.1,75653419.0,Medio,Cuidado personal,0.0024708557519856522,7,84117.0
30,2026-01-20,Moda,4359.0,138,Pablo Torres,44,Santiago,7,82510.0,911.18,3971833.6199999996,75181461.8,Medio,Vestuario,0.001526069689982065,7,84117.0
30,2025-09-29,Hogar,29559.0,137,Pablo Torres,44,Santiago,7,82510.0,958.9,28344125.099999998,79118839.0,Medio,Hogar,0.014977261081219575,7,84117.0
30,2025-07-25,Alimentos,13645.0,141,Pablo Torres,44,Santiago,7,82510.0,951.27,12980079.15,78489287.7,Medio,Alimentos,0.006482726962165855,7,84117.0
30,2025-12-13,Moda,5241.0,142,Pablo Torres,44,Santiago,7,82510.0,916.9,4805472.899999999,75653419.0,Medio,Vestuario,0.001996861388675378,7,84117.0
30,2025-10-01,Moda,16038.0,139,Pablo Torres,44,Santiago,7,82510.0,962.39,15434810.82,79406798.9,Medio,Vestuario,0.007760056366897259,7,84117.0
31,2025-03-05,Moda,57757.0,146,Benjamín Silva,36,Concepción,5,170439.0,948.87,54803884.59,161724453.93,Medio,Vestuario,0.03002871722606542,5,170465.0
31,2025-08-29,Alimentos,10423.0,148,Benjamín Silva,36,Concepción,5,170439.0,967.48,10084044.040000001,164896323.72,Medio,Alimentos,0.0047628960628576305,5,170465.0
31,2025-04-30,Electrónica,32782.0,147,Benjamín Silva,36,Concepción,5,170439.0,945.42,30992758.439999998,161136439.38,Medio,Tecnología,0.01669762575796396,5,170465.0
31,2025-11-04,Alimentos,53213.0,145,Benjamín Silva,36,Concepción,5,170439.0,940.53,50048422.89,160302992.67,Medio,Alimentos,0.027603232556153386,5,170465.0
31,2025-06-30,Moda,16290.0,144,Benjamín Silva,36,Concepción,5,170439.0,935.74,15243204.6,159486589.86,Medio,Vestuario,0.007894568280809634,5,170465.0
32,2025-11-01,Belleza,8268.0,153,Isidora Muñoz,37,Concepción,6,68093.0,940.57,7776632.760000001,64046233.010000005,Bajo,Cuidado personal,0.0036126056879323596,6,285627.0
32,2025-05-01,Juguetes,220170.0,152,Isidora Muñoz,37,Concepción,6,68093.0,945.42,208153121.39999998,64376484.059999995,Bajo,Entretenimiento,0.11672111196515501,6,285627.0
32,2025-07-06,Moda,5430.0,151,Isidora Muñoz,37,Concepción,6,68093.0,927.87,5038334.1,63181451.910000004,Bajo,Vestuario,0.002097745324109659,6,285627.0
32,2025-09-05,Moda,4573.0,154,Isidora Muñoz,37,Concepción,6,68093.0,971.22,4441389.0600000005,66133283.46,Bajo,Vestuario,0.001640298061320352,6,285627.0
32,2025-10-02,Moda,2894.0,150,Isidora Muñoz,37,Concepción,6,68093.0,959.19,2775895.8600000003,65314124.67,Bajo,Vestuario,0.0007440857460073448,6,285627.0
32,2025-12-13,Alimentos,44292.0,149,Isidora Muñoz,37,Concepción,6,68093.0,916.9,40611334.8,62434471.699999996,Bajo,Alimentos,0.022841404048168076,6,285627.0
33,2025-10-06,Moda,14186.0,163,Sofía Muñoz,45,Santiago,9,211352.0,963.17,13663529.62,203567905.84,Medio,Vestuario,0.006771500555128534,9,211887.0
